id,shiftDate,timeIn,timeOut,shiftType,largestTip,smallestTip,stiffed,bwl,sales,tipout,totalWalkedWith,tipPercent,ppa,comments,breakthroughs,isReal,createdAt,updatedAt,JobId,UserId
5065,10/15/2016,11:00:00,19:15:00,double,60,6,0,11,1493,119.44,213.5,21,41,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5066,10/14/2016,11:00:00,19:15:00,double,24,11,0,8,792,63.36,121.97,22,48,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5067,10/13/2016,11:00:00,19:15:00,double,42,8,0,11,447,31.29,59,19,46,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5068,10/12/2016,11:00:00,19:15:00,double,32,5,0,7,741,44.46,81.51,16,50,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5069,10/9/2016,11:00:00,19:15:00,double,49,6,0,6,572,40.04,89.23,20,42,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5070,10/8/2016,11:00:00,19:15:00,double,38,6,0,10,1205,72.3,216.9,21,41,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5071,10/7/2016,11:00:00,19:15:00,double,50,11,0,15,1089,65.34,156.82,18,54,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5072,10/6/2016,11:00:00,19:15:00,double,51,11,0,12,775,62,93.78,19,48,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5073,10/5/2016,11:00:00,19:15:00,double,29,15,0,8,706,56.48,91.78,21,42,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5074,10/2/2016,11:00:00,19:15:00,double,39,9,0,11,1236,86.52,176.75,20,33,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5075,10/1/2016,11:00:00,19:15:00,double,26,5,0,16,1548,92.88,154.8,16,40,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5076,9/30/2016,11:00:00,19:15:00,double,37,12,0,16,874,61.18,113.62,20,52,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5077,9/29/2016,11:00:00,19:15:00,double,34,11,0,7,573,45.84,68.76,18,46,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5078,9/28/2016,11:00:00,19:15:00,double,23,6,0,12,745,52.15,81.95,18,44,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5079,9/25/2016,11:00:00,19:15:00,double,20,14,0,7,1012,60.72,133.58,17,47,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5080,9/24/2016,11:00:00,19:15:00,double,60,13,0,9,1164,69.84,192.06,21,46,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5081,9/23/2016,11:00:00,19:15:00,double,57,13,0,15,777,62.16,85.47,18,50,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5082,9/22/2016,11:00:00,19:15:00,double,47,6,0,7,519,31.14,79.93,20,50,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5083,9/21/2016,11:00:00,19:15:00,double,20,13,0,10,752,60.16,67.68,17,49,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5084,9/18/2016,11:00:00,19:15:00,double,59,15,0,7,692,41.52,83.04,16,45,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5085,9/17/2016,11:00:00,19:15:00,double,38,6,0,18,786,55.02,141.48,22,57,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5086,9/16/2016,11:00:00,19:15:00,double,48,8,0,16,1240,74.4,223.2,21,50,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5087,9/15/2016,11:00:00,19:15:00,double,57,5,0,6,729,51.03,122.47,21,36,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5088,9/14/2016,11:00:00,19:15:00,double,44,14,0,12,998,59.88,131.74,18,49,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5089,9/11/2016,11:00:00,19:15:00,double,46,5,0,12,1245,99.6,134.46,17,43,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5090,9/10/2016,11:00:00,19:15:00,double,52,14,0,17,1459,87.54,192.59,17,45,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5091,9/9/2016,11:00:00,19:15:00,double,52,15,0,8,1341,80.46,206.51,20,49,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5092,9/8/2016,11:00:00,19:15:00,double,24,10,0,11,890,71.2,71.2,16,48,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5093,9/7/2016,11:00:00,19:15:00,double,33,9,0,9,517,31.02,67.21,19,46,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5094,9/4/2016,11:00:00,19:15:00,double,52,5,0,12,859,60.13,154.62,22,49,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5095,9/3/2016,11:00:00,19:15:00,double,41,6,1,18,1221,85.47,158.73,20,45,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5096,9/2/2016,11:00:00,19:15:00,double,30,6,0,10,776,54.32,93.9,18,41,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5097,9/1/2016,11:00:00,19:15:00,double,35,11,0,9,872,52.32,115.1,18,48,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5098,8/31/2016,11:00:00,19:15:00,double,53,12,0,9,460,32.2,64.4,21,45,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5099,8/28/2016,11:00:00,19:15:00,double,38,8,0,13,1218,97.44,175.39,20,48,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
5100,8/27/2016,11:00:00,19:15:00,double,24,12,0,10,1513,105.91,149.79,16,48,None,None,0,2/26/2017 18:57,2/26/2017 18:57,1,1
